ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,9,,432,,,False,Cold,Italy,True,,Drum,,,Yes on both the warm and cold wash programs,Front,Drum,WFE1490C*,AS/NZS 2040.1:2005/Amdt 3:2010,3.50964528549,3.5,0.00017,1.5,EcoCotton 60 degree C; 1400 rpm,"Australia,Fiji,New Zealand",0.15,68577,Approved,286.76,0.0,Drum,0.59188,,2017-11-14,,Single product class,Unavailable,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,341,"Cotton Eco 40, Intensive, Normal Rinse, 1400rpm",,False,Dual,"""Korea, Republic of""",True,640.0,Drum,850.0,,Yes on the warm wash program only,Front,,WD14139D6,AS/NZS 2040.1:2005/Amdt 3:2010,4.01622206976,4.0,0.0001,0.46,"Cotton Eco 40, Intensive, Normal Rinse, 1400rpm","Australia,New Zealand",0.31,63969,Approved,305.69,0.0,Drum,0.52927,600.0,2017-03-13,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,8.5,,341,"Cotton Eco 40, Intensive, Normal Rinse, 1400rpm",,False,Dual,"""Korea, Republic of""",True,640.0,Drum,850.0,,Yes on the warm wash program only,Front,,WD14130D6,AS/NZS 2040.1:2005/Amdt 3:2010,4.01622206976,4.0,0.0001,0.46,"Cotton Eco 40, Intensive, Normal Rinse, 1400rpm","Australia,New Zealand",0.31,63969,Approved,305.69,0.0,Drum,0.52927,600.0,2017-03-13,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,5.5,74,461,"Regular wash, Full water level, Cold temp, No soak, Eco rinse",74.7,False,Dual,Thailand,True,,Drum,,0.0,No,Top,Agitator,SWT5542,AS/NZS 2040.1:2005/Amdt 3:2010,2.06751395776,2.0,0.0,1.288,"Regular wash, Full water level, Warm temp,No soak, Eco rinse","Australia,Fiji,New Zealand",0.634,77033,Approved,65.0,74.7,Non-Drum,0.69,,2018-11-19,,Single product class,Unavailable,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,6,78,500,"Regular wash, Full water level, Cold temp,No soak, Eco rinse",76.2,False,Dual,Thailand,False,,Drum,,0.0,No,Top,Agitator,SWT6042,AS/NZS 2040.1:2005/Amdt 3:2010,2.0476605203,2.0,0.0,1.264,"Regular wash, Full water level, Warm temp, No soak, Eco rinse, Warm","Australia,Fiji,New Zealand",0.634,77045,Approved,67.1,76.2,Non-Drum,0.72,,2018-11-18,,Single product class,Available,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,FISHER & PAYKEL,6,57,480,,,False,Dual,Thailand,True,,Non Drum,,,No,Top,Agitator,WA60T56G*,AS/NZS 2040.1:2005/Amdt 3:2010,2.2166022268,2.0,0.0003,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,New Zealand",,74617,Approved,48.0,0.0,Non-Drum,0.66,,2018-09-06,,Single product class,Available,http://www.fisherpaykel.co.nz/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,10,,323,,,False,Dual,"""Korea, Republic of"",China",True,640.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,,WD14071SD6,AS/NZS 2040.1:2005/Amdt 3:2010,4.50327858863,4.5,0.00026,0.31,"Cotton Eco, 40C, Intensive, Normal Rinse, 1400RPM","Australia,New Zealand",0.00026,81657,Approved,304.0,0.0,Drum,0.51609,600.0,2019-06-23,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HAIER,5.5,96,490,,54.3,False,Dual,China,True,,Non Drum,,22.9,No,Top,Impeller,HWMP55-918,AS/NZS 2040.1:2005/Amdt 3:2010,1.83741254989,1.5,0.0,1.16,Normal wash cycle;  Warm cold;  Wash long;  1 Rinse stage; Water level 10; 7 min Spin;,"Australia,New Zealand",1.16,59150,Approved,99.0,77.2,Non-Drum,0.77172,,2016-07-17,,Single product class,Unavailable,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SIMPSON,8.5,84,395,"Regular Wash, Auto water level, Cold temp, No soak, Eco rinse",86.0,False,Dual,Thailand,False,,Drum,,0.0,No,Top,Low Profile Agitator,SWT8542A,AS/NZS 2040.1:2005/Amdt 3:2010,3.51104846312,3.5,0.0,2.943,"Regular wash, Auto water level, Warm temp, No soak, Eco rinse","Australia,Fiji,New Zealand",0.195,88435,Approved,108.0,86.0,Non-Drum,0.64,,2020-03-17,,Single product class,Available,,http://www.simpson.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lemair,5,,420,,,False,Cold,"China,China",True,480.0,Drum,840.0,,Yes on the warm wash program only,Front,,LW5,AS/NZS 2040.1:2005/Amdt 3:2010,2.02477687847,2.0,0.0,0.952,"Cotton Eco, 60 C, 800 rpm","Australia,New Zealand",0.1,81911,Approved,173.0,0.0,Drum,0.72528,600.0,2019-07-01,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lemair,5,,420,,,False,Cold,"China,China",True,480.0,Drum,840.0,,Yes on the warm wash program only,Front,,LW5,AS/NZS 2040.1:2005/Amdt 3:2010,2.02477687847,2.0,0.0,0.952,"Cotton Eco, 60 C, 800 rpm","Australia,New Zealand",0.1,81911,Approved,173.0,0.0,Drum,0.72528,600.0,2019-07-01,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Lemair,8,,662,,,False,Dual,China,False,512.0,Non Drum,957.0,,No,Twin Tub,Impeller,LTT8,AS/NZS 2040.1:2005/Amdt 3:2010,1.9571844513,1.5,0.0,0.0,"Normal; Wash: 30 min., H water level, 40 oC; Spin: 3 min., 2 times; Rinse:3 min., L water level, 20 deg C; Spin: 3 min., 2 times;","Australia,New Zealand",,81953,Approved,45.0,0.0,Non-Drum,0.83,870.0,2019-07-06,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SHARP,8,,379,,,False,Cold,"Turkey,Turkey",True,58.2,Drum,84.5,,Yes on the warm wash program only,Front,,ESV80HA,AS/NZS 2040.1:2005/Amdt 3:2010,3.55267004423,3.5,5e-05,0.89,Cotton 40 C,"Australia,Fiji,New Zealand,Other",0.08,70495,Approved,312.0,0.0,Drum,0.58332,59.7,2018-02-17,,Single product class,Available,http://www.sharp.net.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SHARP,8,,379,,,False,Cold,"Turkey,Turkey",True,58.2,Drum,84.5,,Yes on the warm wash program only,Front,,ESV80HA,AS/NZS 2040.1:2005/Amdt 3:2010,3.55267004423,3.5,5e-05,0.89,Cotton 40 C,"Australia,Fiji,New Zealand,Other",0.08,70495,Approved,312.0,0.0,Drum,0.58332,59.7,2018-02-17,,Single product class,Available,http://www.sharp.net.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Baumatic,7.5,,405,,,False,Dual,China,True,565.0,Drum,855.0,,Yes on both the warm and cold wash programs,Front,,BFLW75,AS/NZS 2040.1:2005/Amdt 3:2010,3.19087702379,3.0,0.0,2.015,Cotton 60°C; 1200rpm,Australia,0.027,78102,Approved,217.0,0.0,Drum,0.63,595.0,2019-01-10,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,HISENSE,7.5,,440,,,False,Cold,China,True,655.0,Drum,895.0,,Yes on the warm wash program only,Front,,HWFU7512,AS/NZS 2040.1:2005/Amdt 3:2010,3.02444319758,3.0,0.0004,0.37,"Cotton 60 ºC, Load L-7, 1200rpm, Extra Rinse, Intensive Wash","Australia,Fiji,New Zealand",0.38,85696,Approved,274.41,0.0,Drum,0.60927,595.0,2020-01-15,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Indesit,7.5,,544,N/A,,True,Cold,Italy,True,535.0,Drum,850.0,,Yes on the warm wash program only,Front,,IWDC 7125 B (AUS),AS/NZS 2040.1:2005/Amdt 3:2010,2.50858304479,2.5,0.00078,0.38,"Prog 2 Cottons 60, 1200rpm","Australia,Fiji,New Zealand",0.38,81297,Approved,230.03,0.0,Drum,0.61,595.0,2019-06-20,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Indesit,7.5,,544,N/A,,True,Cold,Italy,True,535.0,Drum,850.0,,Yes on the warm wash program only,Front,,IWDC 7125 B (AUS)1,AS/NZS 2040.1:2005/Amdt 3:2010,2.50858304479,2.5,0.00078,0.38,"Prog 2 Cottons 60, 1200rpm","Australia,Fiji,New Zealand",0.38,81297,Approved,230.03,0.0,Drum,0.61,595.0,2019-06-20,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Indesit,8,,306,Cotton 60 degree C,,False,Cold,Italy,True,595.0,Drum,825.0,,Yes on the warm wash program only,Front,,XWA81283X W AUS,AS/NZS 2040.1:2005/Amdt 3:2010,4.0578363729,4.0,0.00137,2.89118,N/A,"Australia,Fiji,New Zealand",0.35522,79548,Approved,300.0,0.0,Drum,0.56,605.0,2019-03-21,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,AEG,10,,305,,,False,Cold,Italy,True,,Drum,,,Yes on the warm wash program only,Front,,L89409FL,AS/NZS 2040.1:2005/Amdt 3:2010,4.53660650287,4.5,0.0,0.11,"Economy 60, 1400rpm",Australia,0.11,85320,Approved,283.0,0.0,Drum,0.554,,2019-10-28,,Single product class,Available,,http://www.aeg.com,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,EURO,9,,801,,,False,Dual,China,True,626.0,Non Drum,985.0,,No,Top,Impeller,ETL9W,AS/NZS 2040.1:2005/Amdt 3:2010,1.82851724457,1.5,0.0,1.2,Program Normal with max water level and temp hot & cold,"Australia,Fiji,New Zealand",1.2,81031,Approved,94.0,0.0,Non-Drum,78.2,601.0,2019-06-26,,Single product class,Available,http://www.euroappliances.com.au/,http://www.euroappliances.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,DAEWOO,8.5,188,280,"Normal, Cold, 1400 rpm.",66.02,False,Cold,"""Korea, Republic of""",True,645.0,Drum,850.0,1.0,Yes on the warm wash program only,Front,Drum,DWD-LD1431,AS/NZS 2040.1:2005/Amdt 3:2010,4.37228161753,4.0,0.0,0.37,"Normal, 40 deg C, 1400 rpm","Australia,Fiji,New Zealand",0.37,78984,Approved,243.0,67.02,Drum,0.56,600.0,2019-02-20,,Single product class,Available,,http://Daewoo Electronics Corp.,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,7.5,147,288,"e Cotton, Cold, Bubble, Intensive, 2 Rinses, 1400rpm",60.7,False,Cold,China,True,,Drum,,0.4,Yes on the warm wash program only,Front,,WW75H5400EW,AS/NZS 2040.1:2005/Amdt 3:2010,4.01650006653,4.0,4e-05,0.42,"e Cotton, 40°C, Bubble, Intensive,  2 Rinses, 1400rpm","Australia,Fiji,New Zealand",0.42,79344,Approved,276.0,61.1,Drum,0.58001,,2019-03-24,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Panasonic,7,,330,,,False,Cold,Turkey,True,,Drum,,,Yes on the warm wash program only,Front,,NA-127VB3,AS/NZS 2040.1:2005/Amdt 3:2010,3.54848625348,3.5,0.0,1.77,"Cotton Eco, 40 deg C, 1200 rpm","Australia,New Zealand",0.17,75338,Approved,245.0,0.0,Drum,0.59279,,2018-09-27,,Single product class,Unavailable,,http://N/A,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Palsonic,8,0,662,Normal,,False,Dual,China,False,512.0,Non Drum,944.0,,No,Twin Tub,Impeller,PAL800TT,AS/NZS 2040.1:2005/Amdt 3:2010,1.9571844513,1.5,0.0,0.0,Normal,Australia,,75376,Approved,0.0,0.0,Non-Drum,83.1,870.0,2018-09-26,,Single product class,Unavailable,http://www.midea.mideaaircon.com/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,9,,255,,,False,Cold,Italy,True,600.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,,WFE1490DW,AS/NZS 2040.1:2005/Amdt 3:2010,4.54995405352,4.5,0.877,0.116,CottonEco 40C 1400rpm,"Australia,Fiji,New Zealand",0.114,74861,Approved,288.0,0.0,Drum,0.6,600.0,2018-09-06,,Single product class,Available,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,WHIRLPOOL,7,,200,,,False,Cold,Italy,True,600.0,Drum,850.0,,Yes on both the warm and cold wash programs,Front,,WFE1470DW,AS/NZS 2040.1:2005/Amdt 3:2010,4.52336376448,4.5,0.363,0.112,CottonEco 40C 1400rpm,"Australia,Fiji,New Zealand",0.111,76772,Approved,270.0,0.0,Drum,0.62,600.0,2018-11-20,,Single product class,Available,http://www.whirlpool.com.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SHARP,7,,313,,,False,Cold,Turkey,True,58.2,Drum,84.5,,Yes on the warm wash program only,Front,,ESV70HA,AS/NZS 2040.1:2005/Amdt 3:2010,3.64961255068,3.5,5e-05,0.93,"Program 3, Cotton 40°C, 1200rpm","Australia,Fiji,New Zealand,Other",0.09,70656,Approved,227.0,0.0,Drum,0.60241,59.7,2018-02-25,,Single product class,Unavailable,http://www.sharp.net.au/,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,LG,7,,343,,,False,Dual,China,True,550.0,Drum,850.0,,Yes on the warm wash program only,Front,,WD1200D,AS/NZS 2040.1:2005/Amdt 3:2010,3.50120134128,3.5,9.1e-05,0.31,"Cotton, 40C, Intensive, 1200rpm","Australia,New Zealand",0.31,85262,Approved,286.0,0.0,Drum,0.56766,600.0,2019-11-10,,Single product class,Available,,,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,8.5,,371,,,False,Cold,China,True,,Drum,,,Yes on the warm wash program only,Front,,HWM85-1479,AS/NZS 2040.1:2005/Amdt 3:2010,3.72684071655,3.5,4e-05,0.42,"Cotton-standard, 40°C, 1400rpm, Normal","Australia,Fiji,New Zealand",0.42,77639,Approved,247.56,0.0,Drum,0.58849,,2018-12-13,,Single product class,Unavailable,http://www.haier.cn/,http://www.haier.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,SAMSUNG ELECTRONICS,5.5,70,467,"Water saving, Water level 5, Temp. Cold",76.545,False,Dual,Thailand,False,520.0,Non Drum,860.0,0.0,No,Top,Impeller,WA55H4000SW,AS/NZS 2040.1:2005/Amdt 3:2010,2.00833785354,2.0,0.0,0.3,"Water saving, Water level 5, Temp. Hot+Cold","Australia,Fiji,New Zealand",0.3,80085,Approved,65.0,76.545,Non-Drum,0.7,520.0,2019-06-20,,Single product class,Available,,http://www.samsung.com.au,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2012,Haier,8.5,,320,,,False,Cold,China,True,650.0,Drum,850.0,,Yes on the warm wash program only,Front,,HWM85-B14266,AS/NZS 2040.1:2005/Amdt 3:2010,4.04815461903,4.0,5e-05,0.11,"Cotton Eco, 40 °C, 1400 RPM","Australia,New Zealand",0.11,82406,Approved,273.0,0.0,Drum,0.58521,600.0,2019-07-18,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,http://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
